,cheveux,age,exp,salaire,sexe,diplome,specialite,note,dispo,embauche
7517,blond,50,7,22527,M,licence,geologie,56,non,0
7518,blond,49,0,36117,F,licence,detective,87.48,oui,0
7519,blond,33,12,33354,F,licence,forage,79.59,non,0
7520,chatain,47,11,35319,M,doctorat,geologie,89.38,oui,0
7521,chatain,56,8,34152,F,master,archeologie,94.13,oui,0
7522,brun,37,8,37816,F,bac,geologie,70.58,non,0
7523,brun,27,8,34388,F,master,detective,90.41,oui,0
7524,chatain,47,6,29537,F,master,detective,91.61,non,0
7525,brun,28,12,30086,F,bac,geologie,71.4,non,0
7526,brun,36,9,30676,M,master,geologie,81.99,non,0
7527,brun,33,11,35581,M,doctorat,geologie,70.06,oui,1
7528,chatain,13,16,34998,F,master,forage,64.45,non,0
7529,brun,18,5,38926,M,licence,geologie,60.79,non,0
7530,chatain,30,7,38494,F,doctorat,archeologie,87.25,oui,0
7531,blond,30,13,41063,M,bac,forage,52.19,non,0
7532,brun,35,14,43124,M,licence,forage,85.17,oui,0
7533,blond,40,12,29210,F,licence,forage,79.25,non,0
7534,brun,18,8,37531,F,licence,forage,70.46,non,0
7535,blond,42,12,27744,F,licence,detective,68.74,non,0
7536,chatain,35,18,38142,M,licence,geologie,61.54,non,0
7537,blond,28,11,40772,M,bac,geologie,44.23,non,0
7538,brun,16,5,41146,M,licence,geologie,67.22,non,0
7539,chatain,39,9,35666,F,bac,detective,85.47,non,0
7540,brun,47,3,41211,M,master,geologie,46.97,oui,0
7541,brun,24,8,36562,F,master,forage,85.97,non,0
7542,brun,22,9,26851,F,master,geologie,95.12,non,0
7543,chatain,35,13,29399,M,doctorat,geologie,80.65,oui,0
7544,roux,40,14,38829,M,licence,forage,76.36,oui,0
7545,blond,25,10,30855,M,licence,geologie,93.84,non,0
7546,roux,47,13,32383,M,bac,geologie,56.45,non,0
7547,brun,43,10,34732,M,bac,geologie,71.55,oui,0
7548,blond,37,10,32744,F,licence,geologie,74.61,non,0
7549,blond,18,6,38980,M,licence,forage,66.03,oui,0
7550,blond,54,13,28267,M,master,geologie,83.33,non,0
7551,blond,22,13,38760,M,bac,geologie,35.33,non,0
7552,brun,18,3,29248,M,master,geologie,92.31,non,0
7553,brun,44,10,34344,F,licence,forage,54.52,non,0
7554,chatain,52,14,36713,M,master,geologie,56.01,non,0
7555,brun,33,11,48715,F,licence,detective,63.37,oui,1
7556,brun,30,9,31939,F,licence,geologie,101.22,non,0
7557,blond,24,12,33618,M,licence,forage,55.05,non,0
7558,chatain,20,9,40006,M,licence,forage,39.03,non,0
7559,blond,35,11,38024,M,bac,geologie,50.96,non,0
7560,chatain,42,9,31858,M,doctorat,geologie,68.68,non,1
7561,blond,32,11,32255,F,master,detective,97.46,oui,0
7562,blond,22,8,33158,M,licence,geologie,62.61,non,0
7563,blond,38,11,32973,F,bac,geologie,67.83,oui,0
7564,brun,39,6,38577,F,licence,forage,74.81,oui,1
7565,blond,26,13,30225,M,master,forage,69.37,oui,0
7566,brun,35,2,30407,M,licence,geologie,65.63,non,0
7567,chatain,31,10,37280,M,master,geologie,78.32,non,0
7568,brun,40,10,35339,M,licence,geologie,68.49,non,0
7569,brun,35,8,36038,M,master,geologie,70.71,non,0
7570,blond,23,11,32614,F,master,archeologie,88.52,oui,0
7571,blond,34,14,39211,M,licence,archeologie,88.54,oui,1
7572,brun,46,7,32370,M,master,geologie,88.11,non,0
7573,brun,33,9,36376,M,licence,geologie,76.09,non,0
7574,blond,34,9,36165,M,master,geologie,53.3,oui,1
7575,blond,44,10,30239,F,licence,forage,82.35,non,0
7576,chatain,23,11,48210,M,master,detective,74.06,oui,0
7577,blond,37,13,47067,M,bac,forage,41.73,non,0
7578,brun,22,3,35225,F,licence,geologie,75.72,non,0
7579,roux,32,8,40956,M,bac,geologie,60.96,oui,0
7580,chatain,34,13,35213,F,doctorat,detective,100.7,oui,0
7581,brun,44,12,30340,M,master,geologie,72.18,non,0
7582,chatain,55,5,31857,M,doctorat,geologie,93.66,oui,0
7583,blond,61,10,35279,F,bac,forage,47,non,0
7584,chatain,36,12,38437,M,master,archeologie,69.56,oui,1
7585,chatain,45,8,34386,M,doctorat,forage,72.48,oui,0
7586,blond,41,8,32441,M,bac,geologie,68.91,non,0
7587,blond,35,8,39442,M,master,geologie,89.23,oui,1
7588,chatain,38,17,31125,F,doctorat,detective,106.37,oui,0
7589,brun,37,9,37402,M,master,forage,69.09,oui,0
7590,blond,38,3,40040,M,licence,geologie,78.98,non,0
7591,chatain,43,7,26955,F,master,geologie,68.77,non,0
7592,chatain,40,11,40007,F,licence,detective,79.76,oui,0
7593,blond,23,9,33593,M,licence,geologie,80.03,non,0
7594,blond,28,2,34367,M,licence,forage,79.05,non,0
7595,brun,24,12,26820,M,master,geologie,96.29,non,0
7596,brun,37,13,38641,F,licence,geologie,72.82,non,0
7597,chatain,39,3,44321,F,licence,detective,74.84,non,0
7598,brun,33,8,36744,F,licence,geologie,77.84,non,0
7599,roux,46,8,40649,M,bac,forage,50.95,non,0
7600,chatain,56,15,35071,F,master,detective,64.26,non,0
7601,chatain,30,10,35259,F,licence,forage,68.68,non,0
7602,roux,53,10,42084,F,bac,geologie,46.99,non,0
7603,brun,38,13,47216,M,bac,geologie,37.95,non,0
7604,blond,38,7,33811,M,licence,geologie,66.94,non,0
7605,chatain,65,10,36615,M,master,forage,57.78,oui,0
7606,brun,34,8,38317,M,master,geologie,76.73,oui,0
7607,blond,42,16,31270,M,licence,geologie,72.81,non,0
7608,chatain,19,12,43501,F,licence,forage,61.76,non,0
7609,brun,21,13,30860,M,master,geologie,67.89,non,1
7610,blond,35,7,26717,F,licence,geologie,83.38,non,0
7611,brun,38,11,37781,M,master,detective,79.8,oui,0
7612,blond,24,8,36046,M,licence,forage,67.77,oui,0
7613,blond,35,9,31549,F,licence,geologie,76.43,non,0
7614,roux,23,13,25865,F,licence,geologie,82.35,non,0
7615,blond,36,13,40742,F,licence,archeologie,61.09,oui,0
7616,chatain,34,10,39710,F,master,archeologie,87.51,oui,0
7617,chatain,49,8,34664,F,master,detective,97.85,oui,0
7618,blond,37,8,31259,M,licence,geologie,78.07,non,0
7619,brun,36,11,39383,M,licence,geologie,72.68,oui,0
7620,brun,29,10,32211,M,doctorat,detective,88.09,oui,0
7621,blond,40,7,28479,M,master,geologie,83.22,oui,0
7622,brun,26,11,38093,M,master,archeologie,77.1,oui,0
7623,chatain,27,11,29354,M,master,geologie,71.34,non,1
7624,chatain,39,12,42022,F,master,archeologie,67.07,oui,0
7625,chatain,23,7,41537,M,master,detective,78.36,oui,0
7626,brun,47,6,30429,F,licence,geologie,58.61,non,0
7627,chatain,35,14,41912,F,licence,detective,59.26,non,0
7628,chatain,48,11,33805,F,master,detective,83.08,oui,0
7629,chatain,23,10,47904,M,licence,geologie,58.39,oui,0
7630,chatain,30,5,39698,F,master,forage,70.01,oui,0
7631,brun,44,3,26294,F,licence,detective,63.96,non,1
7632,brun,57,3,40381,M,licence,geologie,45.38,non,0
7633,brun,46,4,47647,M,bac,geologie,36.48,non,0
7634,brun,35,2,34511,M,master,geologie,74.53,non,0
7635,blond,46,7,34276,M,licence,geologie,68.33,non,0
7636,blond,33,10,31932,M,master,geologie,86.54,oui,0
7637,brun,34,12,38536,M,master,geologie,93.29,oui,0
7638,brun,38,10,38437,M,licence,geologie,70.82,non,0
7639,blond,22,6,33027,F,bac,geologie,76.54,non,0
7640,blond,35,8,32266,M,master,geologie,72.1,non,0
7641,chatain,29,13,35461,M,master,forage,70.46,non,1
7642,chatain,50,13,30573,F,master,geologie,94.1,non,0
7643,chatain,36,16,29315,F,master,forage,73.55,non,0
7644,roux,23,10,31647,M,licence,geologie,70.78,non,0
7645,roux,34,11,31016,M,licence,geologie,78.99,non,0
7646,brun,32,9,40792,M,licence,geologie,63.13,non,0
7647,brun,35,9,38497,F,licence,archeologie,79.7,non,0
7648,blond,49,9,41764,M,master,forage,95.02,oui,1
7649,brun,37,14,31104,F,master,forage,81.87,non,0
7650,blond,35,11,40216,F,bac,geologie,60.02,non,0
7651,blond,41,2,35058,M,licence,geologie,74.69,non,0
7652,blond,14,4,34016,M,licence,geologie,63.01,non,0
7653,brun,56,9,41472,M,master,archeologie,80.22,oui,0
7654,blond,33,11,31370,M,master,forage,76.66,oui,0
7655,chatain,36,13,26299,M,doctorat,forage,97.61,oui,0
7656,brun,49,15,35180,M,master,forage,46.25,non,0
7657,blond,41,8,38863,M,bac,forage,39.4,non,0
7658,brun,23,4,35843,M,licence,geologie,86.44,non,0
7659,blond,22,4,29867,F,licence,forage,68.64,non,0
7660,chatain,22,4,38924,F,master,archeologie,74.1,oui,0
7661,blond,22,8,37684,M,licence,forage,70.51,non,0
7662,roux,34,9,37136,M,bac,geologie,68.2,non,0
7663,chatain,56,7,29839,M,doctorat,geologie,77.72,non,0
7664,blond,24,10,26959,M,doctorat,geologie,94.21,oui,0
7665,blond,21,12,28837,M,master,geologie,72.08,non,0
7666,chatain,35,9,34035,F,master,forage,94.6,oui,0
7667,chatain,53,1,31378,M,doctorat,geologie,95.92,oui,0
7668,blond,36,15,40323,M,bac,geologie,36.44,non,0
7669,chatain,23,14,46182,M,bac,geologie,28.4,non,0
7670,blond,36,11,31947,M,licence,geologie,52.38,non,0
7671,brun,37,14,32938,M,doctorat,geologie,98.67,oui,0
7672,brun,55,2,38651,F,licence,detective,59.96,non,0
7673,blond,34,11,36994,M,licence,forage,87.09,oui,0
7674,blond,44,13,38045,F,bac,forage,52.63,oui,0
7675,roux,34,7,35262,M,licence,geologie,75.64,non,0
7676,brun,38,13,29713,M,master,detective,83.68,oui,0
7677,roux,37,9,33007,M,licence,geologie,82.69,non,0
7678,brun,31,8,36159,F,licence,forage,59.76,non,0
7679,blond,32,9,38849,M,licence,geologie,63.18,non,0
7680,blond,36,12,37718,M,bac,geologie,54.77,non,1
7681,brun,35,7,29817,F,licence,geologie,94.99,non,0
7682,brun,43,13,34238,M,licence,geologie,69.69,non,0
7683,chatain,20,9,30579,F,doctorat,forage,91.1,non,0
7684,chatain,22,6,42732,M,licence,forage,59.59,non,0
7685,chatain,34,10,36597,M,master,geologie,82.49,non,0
7686,blond,46,7,35032,F,licence,archeologie,63.85,non,0
7687,blond,42,10,29529,F,master,forage,92.42,non,0
7688,blond,29,14,29008,F,master,detective,74.04,non,0
7689,chatain,33,8,38064,M,master,detective,57.57,oui,0
7690,brun,43,13,46187,M,bac,geologie,52.52,non,0
7691,roux,35,13,30302,M,licence,detective,90.65,oui,0
7692,blond,28,9,38878,F,licence,forage,78.55,non,1
7693,blond,42,9,40094,M,bac,geologie,38.93,non,0
7694,brun,35,12,40005,M,licence,detective,80.48,oui,0
7695,blond,51,4,36113,F,bac,forage,57.55,non,0
7696,chatain,52,10,39786,F,master,detective,71.37,non,0
7697,chatain,24,10,37336,F,master,geologie,70.35,non,0
7698,blond,26,9,37855,F,master,archeologie,76.79,oui,0
7699,blond,32,7,38305,M,licence,detective,53.95,non,0
7700,roux,28,6,29877,M,bac,geologie,70.4,non,0
7701,brun,26,2,38432,M,licence,archeologie,80.83,oui,1
7702,brun,47,9,27094,M,doctorat,detective,122.77,oui,0
7703,roux,26,10,33584,M,doctorat,geologie,92.82,oui,1
7704,chatain,10,11,46272,M,master,detective,72.23,oui,0
7705,roux,31,9,43302,M,bac,geologie,43.02,non,0
7706,chatain,35,8,27605,M,master,geologie,60.58,non,0
7707,chatain,31,12,32497,F,licence,geologie,61.56,non,0
7708,chatain,40,5,35435,F,licence,geologie,75.64,non,0
7709,roux,40,7,42057,M,master,geologie,103.38,oui,1
7710,chatain,37,15,37808,M,master,geologie,63.38,non,0
7711,blond,51,10,35124,M,licence,geologie,77.31,non,0
7712,blond,33,9,35971,M,master,detective,85.17,oui,0
7713,chatain,33,8,36775,F,doctorat,archeologie,94.65,oui,0
7714,blond,35,5,32721,M,licence,geologie,77.41,non,0
7715,chatain,37,6,33915,F,master,detective,92.98,oui,0
7716,chatain,28,8,41060,M,master,geologie,66.98,non,0
7717,brun,26,15,35807,M,master,geologie,71.61,non,0
7718,chatain,26,10,36557,F,master,archeologie,61.7,oui,0
7719,brun,25,8,32658,F,master,detective,92.93,oui,0
7720,blond,38,9,32969,F,licence,geologie,72.86,non,1
7721,chatain,33,11,25768,F,doctorat,forage,95.26,non,0
7722,blond,41,11,38057,M,licence,detective,66.38,non,0
7723,blond,30,12,32856,M,master,geologie,77.19,non,0
7724,chatain,43,14,36215,M,master,forage,85.87,oui,0
7725,chatain,35,11,38207,M,master,geologie,59.75,non,0
7726,roux,21,14,32167,F,bac,forage,70.24,non,0
7727,blond,41,3,25239,F,master,detective,119.49,oui,0
7728,roux,27,16,32048,M,bac,geologie,72.61,non,0
7729,blond,32,9,38471,M,master,geologie,78.03,oui,1
7730,roux,38,6,34816,M,licence,geologie,60.22,non,0
7731,brun,27,6,36659,F,licence,geologie,62.3,non,0
7732,blond,19,11,30823,M,master,forage,99.71,oui,0
7733,blond,26,8,29996,M,master,geologie,86.6,oui,0
7734,brun,41,7,33055,F,licence,geologie,90.26,non,0
7735,brun,26,9,42106,M,master,geologie,51.38,oui,0
7736,brun,34,11,34727,M,licence,geologie,60.46,non,0
7737,blond,31,9,37750,F,bac,forage,54.47,non,0
7738,brun,40,15,37452,M,master,geologie,74.17,oui,1
7739,roux,48,14,34674,F,licence,geologie,103.54,oui,1
7740,chatain,47,8,31681,F,master,geologie,85.79,non,0
7741,chatain,37,12,28392,F,doctorat,forage,111,non,0
7742,blond,35,3,32432,M,licence,geologie,57.71,non,0
7743,roux,34,7,30026,M,licence,geologie,70.58,non,0
7744,chatain,11,9,40784,M,licence,geologie,52.19,non,0
7745,brun,24,10,37174,F,licence,geologie,80.89,non,0
7746,brun,26,8,44481,M,licence,geologie,59.82,oui,0
7747,chatain,32,8,39363,F,licence,forage,63.53,non,0
7748,blond,39,6,39287,M,bac,geologie,54.46,non,0
7749,brun,30,7,29802,M,master,forage,80.29,oui,0
7750,chatain,56,5,40774,M,licence,geologie,75.43,oui,0
7751,roux,36,7,32977,M,master,geologie,90.8,oui,0
7752,blond,35,11,34607,F,bac,geologie,77.07,non,0
7753,chatain,35,12,38546,M,master,forage,37.95,non,0
7754,chatain,45,9,33218,F,master,forage,75.12,non,0
7755,blond,32,1,37163,M,licence,geologie,87.16,non,0
7756,blond,24,13,33927,F,licence,detective,70.27,non,0
7757,brun,22,13,33524,M,licence,detective,69.53,non,1
7758,chatain,27,6,39883,F,licence,detective,51.78,non,0
7759,blond,29,17,34379,M,licence,geologie,81,non,0
7760,chatain,32,2,38454,M,doctorat,forage,83.12,oui,0
7761,brun,40,9,29734,M,master,geologie,64.68,non,0
7762,brun,23,7,35153,F,licence,archeologie,60.79,non,0
7763,blond,35,12,31228,F,master,detective,90.8,oui,0
7764,brun,35,5,39452,M,master,geologie,74,oui,0
7765,brun,26,9,29823,M,master,forage,77.12,non,1
7766,brun,40,8,44211,M,doctorat,forage,84.53,oui,0
7767,blond,41,10,39940,M,licence,forage,60.89,oui,0
7768,brun,34,4,32867,M,master,geologie,57.46,non,1
7769,brun,32,13,25618,F,doctorat,archeologie,122.18,oui,0
7770,chatain,46,11,26370,F,doctorat,geologie,103.55,oui,0
7771,blond,45,10,30118,M,doctorat,detective,112.01,oui,0
7772,brun,23,4,33524,M,master,detective,77.44,oui,0
7773,chatain,23,13,27172,M,doctorat,geologie,100.77,non,0
7774,chatain,44,8,29463,F,doctorat,forage,111.54,oui,0
7775,brun,34,8,36585,M,licence,forage,57.16,non,0
7776,brun,44,5,39275,M,master,geologie,81.91,oui,0
7777,blond,43,10,42596,M,bac,geologie,60.02,non,0
7778,chatain,31,9,32536,M,doctorat,geologie,100.68,oui,0
7779,chatain,36,11,31787,M,doctorat,forage,93.04,oui,0
7780,brun,49,13,48138,M,licence,detective,62.73,oui,0
7781,brun,42,9,32972,M,master,geologie,64.73,non,0
7782,chatain,35,8,33699,F,licence,geologie,46.45,non,1
7783,brun,39,10,27206,F,master,forage,86.54,non,0
7784,brun,28,8,30975,M,licence,geologie,66.01,non,0
7785,blond,23,4,38156,M,licence,geologie,81.77,oui,0
7786,chatain,40,8,38019,F,licence,forage,61.29,non,0
7787,chatain,39,9,31215,F,master,detective,53.47,non,1
7788,roux,48,8,32706,F,licence,geologie,63.43,non,0
7789,chatain,20,10,40008,F,doctorat,archeologie,94.15,oui,0
7790,chatain,40,10,35837,F,licence,forage,80.58,non,0
7791,chatain,30,8,31921,M,doctorat,geologie,95.31,non,0
7792,blond,39,8,33912,M,master,geologie,84.87,oui,1
7793,blond,39,8,32177,F,master,detective,99.37,oui,0
7794,roux,40,12,31293,F,licence,forage,81.38,non,0
7795,brun,43,6,38756,M,master,detective,84.5,oui,0
7796,blond,44,10,37229,F,bac,forage,61.11,non,0
7797,chatain,20,7,34098,F,master,detective,56.4,non,0
7798,chatain,29,9,34389,M,doctorat,geologie,102.35,oui,0
7799,brun,21,9,37187,M,licence,archeologie,77.58,non,1
7800,chatain,47,8,36572,M,doctorat,forage,105.78,oui,0
7801,chatain,42,5,32145,F,master,geologie,98.79,non,0
7802,brun,25,10,39920,F,master,detective,87.81,oui,0
7803,chatain,36,11,43294,M,licence,forage,56.17,non,0
7804,brun,65,8,41860,F,bac,forage,54.19,non,0
7805,brun,31,13,29329,M,master,forage,64.02,oui,0
7806,roux,59,6,35003,F,bac,forage,73.36,non,0
7807,blond,38,10,40015,M,licence,archeologie,101.51,oui,1
7808,blond,34,11,29918,M,licence,geologie,61.52,non,0
7809,roux,37,12,38027,M,doctorat,geologie,104.58,oui,1
7810,blond,36,13,34953,F,licence,archeologie,63.98,oui,0
7811,brun,33,13,32158,F,bac,forage,70.67,non,0
7812,blond,45,9,25981,M,licence,geologie,64.09,non,0
7813,brun,44,11,34019,F,master,geologie,104.54,oui,0
7814,blond,29,10,33557,M,bac,geologie,61.28,non,0
7815,blond,35,7,36147,M,licence,detective,71.23,oui,0
7816,roux,22,5,32697,F,bac,forage,74.2,non,0
7817,brun,26,7,29503,M,doctorat,geologie,94.98,oui,0
7818,blond,30,13,35824,M,master,forage,74.66,oui,0
7819,blond,34,12,49253,M,licence,archeologie,64.01,oui,0
7820,brun,38,12,38147,M,licence,geologie,75.68,non,0
7821,chatain,50,9,39647,F,licence,geologie,66.28,non,0
7822,chatain,37,8,34043,F,doctorat,forage,103.74,oui,0
7823,chatain,56,9,29047,F,licence,detective,58.72,non,1
7824,brun,43,10,25915,F,bac,archeologie,64.19,non,1
7825,blond,26,12,39191,M,licence,forage,72.32,oui,0
7826,chatain,52,9,33693,F,doctorat,archeologie,95.32,oui,0
7827,brun,13,8,23117,M,master,geologie,61.55,non,0
7828,chatain,26,5,35428,M,licence,geologie,37.24,non,0
7829,blond,30,13,37525,M,master,geologie,84.9,oui,1
7830,brun,25,9,32273,M,doctorat,geologie,93.11,oui,0
7831,brun,35,13,27171,F,licence,geologie,94.27,non,0
7832,chatain,39,11,30255,M,doctorat,forage,72.19,non,0
7833,blond,42,12,34754,M,licence,geologie,70.4,non,0
7834,blond,43,7,34407,F,licence,forage,71.74,non,1
7835,brun,45,12,36753,M,master,geologie,70.76,oui,1
7836,brun,58,6,34184,F,licence,geologie,58.67,non,1
7837,brun,52,7,37911,M,bac,geologie,48.68,non,0
7838,blond,37,9,41825,F,licence,detective,93.19,oui,0
7839,blond,45,2,40765,M,master,geologie,90.3,oui,1
7840,blond,27,10,30739,F,master,detective,88.83,non,0
7841,blond,25,11,45860,F,bac,detective,52.51,oui,0
7842,brun,32,12,38242,F,licence,detective,78.61,oui,0
7843,brun,26,7,30174,M,master,geologie,76.61,non,0
7844,roux,44,10,23110,M,master,geologie,104.66,non,0
7845,chatain,45,14,32461,F,master,detective,104.87,oui,0
7846,blond,41,6,32357,M,master,geologie,84.18,non,0
7847,blond,33,8,34980,M,licence,geologie,38.03,non,0
7848,brun,43,4,32306,M,master,geologie,64.22,non,0
7849,chatain,26,15,38013,M,master,geologie,80.76,oui,0
7850,chatain,18,12,39179,M,master,forage,71.18,oui,0
7851,brun,45,8,37275,M,master,forage,86.84,oui,0
7852,blond,50,7,42293,F,licence,archeologie,69.16,oui,0
7853,roux,24,8,43064,M,bac,forage,65.84,non,0
7854,chatain,25,8,41913,M,doctorat,forage,77.88,oui,0
7855,brun,38,6,42237,M,licence,geologie,78.59,oui,0
7856,blond,32,5,34758,M,master,forage,86.81,oui,0
7857,brun,46,4,34098,M,licence,geologie,78.78,non,0
7858,brun,48,15,33552,F,doctorat,archeologie,97.36,oui,0
7859,chatain,35,9,32435,M,doctorat,detective,96.43,oui,0
7860,blond,43,9,43249,M,bac,geologie,42.57,non,0
7861,roux,54,6,38896,M,bac,geologie,49.86,non,0
7862,brun,35,9,35945,F,bac,forage,63.66,non,0
7863,brun,42,11,32711,F,master,detective,101.85,oui,0
7864,chatain,19,12,35629,F,master,forage,78.49,non,0
7865,chatain,37,11,44382,M,licence,geologie,48.17,non,0
7866,brun,31,6,39190,F,licence,forage,57.02,non,1
7867,brun,46,9,32668,M,licence,geologie,73.08,non,0
7868,brun,36,10,37263,F,bac,geologie,57.76,non,0
7869,chatain,35,5,33521,F,master,geologie,50.41,non,1
7870,brun,18,11,28159,F,master,geologie,61.16,non,1
7871,brun,28,11,38625,F,licence,forage,79.08,non,0
7872,roux,62,3,35930,M,licence,geologie,74.39,non,0
7873,chatain,15,10,41385,M,master,detective,75.86,oui,1
7874,blond,39,15,50773,F,bac,detective,79.95,oui,1
7875,chatain,42,16,30699,F,doctorat,detective,110.07,oui,0
7876,brun,50,9,31960,M,doctorat,geologie,72.76,oui,1
7877,brun,23,13,34725,M,master,forage,74,oui,0
7878,blond,33,10,39176,M,licence,detective,91.13,oui,0
7879,chatain,32,6,36087,F,master,detective,76.26,non,0
7880,brun,37,12,37030,M,master,geologie,72.2,oui,0
7881,blond,21,2,45666,M,licence,detective,50.35,oui,0
7882,brun,41,14,25935,F,master,geologie,86.93,non,0
7883,blond,41,15,38372,M,licence,geologie,64.68,oui,0
7884,brun,45,5,31431,F,licence,geologie,98.26,non,0
7885,brun,21,10,34773,F,bac,geologie,60.07,non,0
7886,blond,35,12,36203,F,licence,geologie,83.33,non,0
7887,chatain,44,7,43139,F,licence,detective,85.26,oui,0
7888,brun,41,7,36817,F,master,detective,93.06,oui,0
7889,blond,32,14,37841,M,licence,forage,80.54,oui,0
7890,chatain,40,10,41518,M,master,geologie,85.63,oui,0
7891,brun,34,9,38476,M,licence,forage,66.41,oui,0
7892,roux,34,0,31916,M,licence,geologie,83.14,non,0
7893,blond,27,8,38017,F,bac,detective,82.55,non,0
7894,chatain,16,14,41829,F,master,forage,81.02,oui,0
7895,chatain,39,5,31211,F,master,geologie,64.24,non,0
7896,brun,48,9,31506,M,master,geologie,74.92,oui,0
7897,brun,39,10,36229,M,master,forage,66.34,oui,0
7898,brun,48,15,44487,M,licence,geologie,45.61,oui,0
7899,brun,36,8,30119,M,master,geologie,73.36,non,1
7900,chatain,20,7,39036,M,bac,detective,81.95,oui,0
7901,brun,29,8,39262,M,bac,geologie,52.23,non,0
7902,roux,32,8,35485,M,bac,geologie,69.35,non,0
7903,chatain,27,9,29711,F,doctorat,forage,96.3,oui,0
7904,brun,42,6,37632,F,licence,detective,68.89,non,0
7905,brun,26,5,33430,F,licence,geologie,71.69,non,0
7906,blond,44,8,31454,M,master,forage,86.04,oui,0
7907,chatain,50,10,26203,F,doctorat,detective,108.28,oui,0
7908,roux,24,11,40875,M,licence,archeologie,54.73,oui,0
7909,chatain,46,7,31012,F,doctorat,archeologie,96.61,oui,0
7910,blond,34,8,31700,M,master,geologie,78.63,non,1
7911,brun,47,12,26757,F,doctorat,archeologie,94.83,oui,0
7912,brun,28,9,33432,M,licence,geologie,49.25,non,0
7913,brun,40,9,42918,M,master,forage,69.23,oui,0
7914,chatain,41,8,35444,F,master,geologie,95.93,non,0
7915,brun,47,13,36108,F,licence,detective,88.3,oui,0
7916,brun,32,14,32467,M,master,forage,81.05,oui,0
7917,chatain,51,11,29130,F,doctorat,forage,118.43,oui,0
7918,blond,24,9,26047,M,doctorat,geologie,68.82,oui,0
7919,blond,32,9,46695,M,bac,detective,53.61,oui,0
7920,chatain,54,10,42347,M,master,detective,67.23,oui,0
7921,blond,32,11,33703,F,bac,geologie,60.26,non,0
7922,blond,19,2,37537,M,licence,forage,95.84,oui,1
7923,chatain,41,11,26941,F,doctorat,forage,113.13,oui,0
7924,roux,32,3,28016,F,bac,forage,93.19,non,0
7925,blond,12,10,28797,F,licence,detective,75.82,non,0
7926,blond,35,9,33165,M,master,forage,59.99,oui,0
7927,blond,39,12,37863,M,bac,geologie,36.74,non,0
7928,blond,38,10,38990,F,licence,detective,72.13,non,0
7929,chatain,29,9,38887,F,master,detective,85.43,oui,0
7930,chatain,37,11,28670,F,doctorat,geologie,81.7,non,0
7931,chatain,17,6,42806,F,doctorat,geologie,55.37,oui,1
7932,chatain,35,7,23749,F,doctorat,geologie,106.71,oui,0
7933,brun,34,8,33097,M,licence,geologie,56.28,non,0
7934,chatain,38,3,32909,M,master,geologie,67.99,non,0
7935,blond,32,8,41027,M,bac,geologie,37.49,non,0
7936,brun,11,4,33060,F,licence,geologie,76.4,non,0
7937,chatain,20,12,25433,F,doctorat,geologie,110.69,oui,0
7938,brun,23,9,33688,M,doctorat,geologie,100.8,oui,0
7939,chatain,35,16,35186,F,licence,forage,56.65,non,1
7940,brun,53,7,34566,M,master,geologie,86.95,oui,0
7941,blond,46,12,42864,M,licence,detective,50.91,oui,0
7942,roux,40,15,32882,M,bac,forage,68.55,non,0
7943,chatain,44,9,33830,M,master,geologie,63.97,non,0
7944,brun,35,10,31706,F,master,detective,96.37,oui,1
7945,brun,33,9,42070,M,master,detective,92.87,oui,0
7946,blond,27,12,27166,M,doctorat,forage,96.17,oui,0
7947,roux,51,14,34041,M,master,geologie,94.9,oui,1
7948,chatain,42,9,33351,F,master,detective,106.98,oui,0
7949,brun,36,4,36967,F,master,detective,91.62,oui,0
7950,brun,30,13,36117,M,master,geologie,77.86,non,0
7951,brun,35,11,35513,F,master,forage,94.72,oui,0
7952,brun,32,9,39464,M,licence,forage,49.87,oui,0
7953,chatain,44,7,31688,F,master,geologie,47.99,non,0
7954,brun,16,9,37471,M,master,archeologie,70.6,oui,0
7955,chatain,27,2,39625,F,master,archeologie,87.76,oui,0
7956,chatain,38,14,35179,F,licence,geologie,72.21,non,0
7957,chatain,41,11,30852,F,master,geologie,85.26,non,0
7958,brun,38,12,36372,M,licence,geologie,59.61,non,0
7959,blond,36,11,29472,M,doctorat,geologie,81.84,oui,1
7960,brun,25,7,35262,F,licence,detective,66.82,non,1
7961,chatain,23,7,37869,F,master,geologie,74.29,non,0
7962,brun,34,4,28418,F,master,geologie,76.83,non,0
7963,brun,36,12,37961,F,licence,forage,67.78,non,0
7964,chatain,54,13,36547,M,licence,geologie,39.1,non,0
7965,brun,38,9,31672,M,master,geologie,73.09,non,0
7966,blond,43,13,36868,M,licence,forage,57.4,non,0
7967,blond,27,3,34343,F,licence,forage,89.69,non,0
7968,brun,29,12,35522,M,master,forage,74.66,oui,0
7969,blond,38,10,33437,M,licence,geologie,71.5,non,0
7970,brun,35,8,32801,M,master,geologie,75.96,oui,0
7971,chatain,40,9,43217,F,licence,detective,61.86,non,0
7972,chatain,34,9,34025,M,master,geologie,77.49,oui,0
7973,chatain,40,12,33133,F,master,geologie,64.14,non,0
7974,roux,46,6,30136,M,licence,geologie,72.21,non,0
7975,blond,32,10,30333,M,master,geologie,99.85,oui,0
7976,roux,42,5,32976,F,bac,geologie,56.54,non,0
7977,brun,28,15,31995,F,master,geologie,74.38,non,1
